Nome Pessoa,Matrícula,CPF,Cargo,A pessoa é Gestor? (SIM/NÃO),E-mail corporativo,Unidade de Trabalho,"Vínculo com a Empresa (Próprio, Terceiro e Outros)",CPF Gestor Direto,Turno de trabalho (Horário Início),Turno de trabalho (Horário Fim),Função(ões),Data de início na função,Data Último Mapeamento Gestor,Nome Responsável Mapeamento,Necessidade Supervisão (Mapeamento Gestor),Leitura Contexto (Mapeamento Gestor),Agilidade (Mapeamento Gestor),Pressão Temporal (Mapeamento Gestor),Flexibilidade ao Imprevisto (Mapeamento Gestor),Média Mapeamento Gestor,Data Último Automapeamento,Necessidade Supervisão (Automapeamento),Leitura Contexto (Automapeamento),Agilidade (Automapeamento),Pressão Temporal (Automapeamento),Flexibilidade ao Imprevisto (Automapeamento),Média Automapeamento,Média Mapeamento Final,Data Último Mapeamento,Nome Coletivo Pessoa está alocada,"Tipo do Coletivo que a pessoa está alocada (Mínimo Simples, Mínimo Híbrido, Expandido Simples, Expandido de Gestor)",Nome do Coletivo PAI do Coletivo que a pessoa está alocada (Célula AE),Nome Coletivo de Gestor,Similaridade Real,Data Última Similaridade Real,Similaridade Planejada
Benjamin Holmes,50055640,12320102604,ENGENHEIRO,Não,benjamin.holmes@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,11-16-21,2023-03-29 13:18:19 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Martha Holmes,50050437,2878569687,ENGENHEIRO,Não,martha.holmes@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,05-06-20,2023-03-29 13:18:25 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Carl Reid,50050435,68935352608,ENGENHEIRO,Não,carl.reid@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,05-06-20,2023-03-29 13:18:20 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Kayla Mitchell,50041653,1540341690,ENGENHEIRO,Não,kayla.mitchell@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Performance,11-11-09,2023-03-29 13:18:33 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Charlie Gelbero,50041793,80793723655,ENGENHEIRO,Não,charlie.gelbero@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,11-01-17,2023-09-01 18:36:02 UTC,Susan Carter,6,7,9,6,5,6.6,2023-09-01 18:36:02 UTC,9,9,7,8,6,7.8,0,2023-09-01 18:36:02 UTC,,,,,,,
Carl Reid,50050435,68935352608,ENGENHEIRO,Não,carl.reid@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor de Q&A,05-06-20,2023-03-29 13:18:29 UTC,,9,10,7,5,4,7,2023-03-29 13:18:29 UTC,0,0,0,0,0,0,7,,,,,,,,
Carl Reid,50050435,68935352608,ENGENHEIRO,Não,carl.reid@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Júnior de Q&A,05-06-20,2023-03-29 13:18:29 UTC,,9,10,7,5,4,7,2023-03-29 13:18:29 UTC,8,9,7,6,5,7,7,2023-03-29 13:18:29 UTC,,,,,,,
Carl Reid,50050435,68935352608,ENGENHEIRO,Não,carl.reid@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Garantia de Qualidade,05-06-20,2023-03-29 13:18:28 UTC,,8,6,6,6,7,6.6,2023-03-29 13:18:28 UTC,0,0,0,0,0,0,6.6,,,,,,,,
Carl Reid,50050435,68935352608,ENGENHEIRO,Não,carl.reid@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Técnico de Qualidade e Produto,05-06-20,2023-03-29 13:18:29 UTC,,6,6,5,5,5,5.4,2023-03-29 13:18:29 UTC,0,0,0,0,0,0,5.4,,,,,,,,
Noah Wood,50024583,22808583630,ENGENHEIRO,Não,noah.wood@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Regulamentos de Aviação,12-17-12,2023-03-29 13:18:16 UTC,,5,5,5,5,5,5,2023-03-29 13:18:16 UTC,5,5,5,5,5,5,5,2023-03-29 13:18:16 UTC,,,,,,,
Susan Carter,50039307,42006762656,GENERAL GERENTE,Sim,susan.carter@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Gerente Geral de Tecnologia e P&D,01-04-17,2024-01-26 18:57:08 UTC,,0,0,0,0,0,0,,12,11,12,12,12,11.8,11.8,2024-01-26 18:57:08 UTC,SW EMBARCADO: DEV - V&V,Expandido de Gestor,,SW EMBARCADO: DEV - V&V,,,
Carl Reid,50050435,68935352608,ENGENHEIRO,Não,carl.reid@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Júnior de Q&A (1),05-06-20,2023-03-29 13:18:34 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Charles Johnson,50047863,55562536684,ENGENHEIRO,Não,charles.johnson@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Civis,07-10-19,2023-03-29 13:18:15 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Carl Reid,50050435,68935352608,ENGENHEIRO,Não,carl.reid@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,05-06-20,2023-03-29 13:18:35 UTC,,11,10,9,9,9,9.6,2023-03-29 13:18:35 UTC,10,10,11,9,10,10,9.8,2023-03-29 13:18:35 UTC,,,,,,,
Megan Lewis,50017555,56049470677,ENGENHEIRO,Não,megan.lewis@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,03-09-11,2023-03-29 13:18:27 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Betania Jackson,50053203,64004851637,ENGENHEIRO,Não,brittany.jackson@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Integração e Interface,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Charlotte Evans,50052865,49099483686,ENGENHEIRO,Não,charlotte.evans@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Performance,04-12-21,2023-03-29 13:18:21 UTC,,6,5,6,5,4,5.2,2023-03-29 13:18:21 UTC,6,5,6,5,4,5.2,5.2,2023-03-29 13:18:21 UTC,,,,,,,
Sean Price,50053206,6498788682,ENGENHEIRO,Não,sean.price@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,05-07-21,2023-03-29 13:18:27 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Rachel Owen,50047397,6216680609,ENGENHEIRO,Não,rachel.owen@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,05-08-19,2023-03-29 13:18:32 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Margaret O'ryan,50047859,57099567675,ENGENHEIRO,Não,margaret.oryan@situated.com.br,Belo Horizonte,Próprio,30086010654,7:00:00,17:00:00,DEV - Aeronaves Civis,07-10-19,2024-01-09 18:36:08 UTC,Katie Sanders,0,0,0,0,0,0,,0,0,0,0,0,0,0,,Aviação Civil: DEV SW Engenharia,Mínimo Simples,DEV: Aviação Civil,DEV: Aviação Civil,,,
Mary Taylor,50047424,543842657,ENGENHEIRO,Não,mary.taylor@situated.com.br,Belo Horizonte,Próprio,30086010654,7:00:00,17:00:00,DEV - Aeronaves Civis,05-08-19,2024-01-09 18:36:08 UTC,Katie Sanders,12,11,11,10,11,11,2024-01-09 18:36:08 UTC,12,12,12,12,12,12,11.5,2024-01-09 18:36:08 UTC,Aviação Civil: DEV SW Engenharia,Mínimo Simples,DEV: Aviação Civil,DEV: Aviação Civil,,,
Sophie Barnes,50042052,41000275671,ENGENHEIRO,Não,sophie.barnes@situated.com.br,Belo Horizonte,Próprio,44574740612,7:00:00,17:00:00,DEV - Aeronaves Militares,12-05-17,2024-01-09 18:36:31 UTC,David Bennett,5,4,6,5,3,4.6,2024-01-09 18:36:31 UTC,5,5,5,4,4,4.6,4.6,2024-01-09 18:36:31 UTC,Aviação Militar: DEV SW Engenharia,Mínimo Simples,DEV: Aviação Militar,DEV: Aviação Militar,,,
Antony Hall,50051439,12255306603,ASSISTENTE I,Não,antony.hall@situated.com.br,Belo Horizonte,Terceiro,,7:00:00,17:00:00,Consultor Técnico de Q&A,12-10-20,2023-03-29 13:18:33 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Joseph Evans,50047413,83446709690,ENGENHEIRO,Não,joseph.evans@situated.com.br,Belo Horizonte,Próprio,30086010654,7:00:00,17:00:00,DEV - Aeronaves Civis,05-08-19,2024-01-09 18:36:08 UTC,Katie Sanders,11,11,11,10,10,10.6,2024-01-09 18:36:08 UTC,11,10,9,8,9,9.4,10,2024-01-09 18:36:08 UTC,Aviação Civil: DEV SW Engenharia,Mínimo Simples,DEV: Aviação Civil,DEV: Aviação Civil,,,
Katie Sanders,50019550,30086010654,SUPERVISOR TÉCNICO,Sim,katie.sanders@situated.com.br,Belo Horizonte,Próprio,77163080689,7:00:00,17:00:00,Supervisor DEV - Aeronaves Civis,10-17-11,2024-01-09 18:33:20 UTC,James Miller,12,12,12,12,12,12,2024-01-09 18:33:20 UTC,12,10,11,11,10,10.8,11.4,2024-01-09 18:33:20 UTC,DEV: Aviação Civil,Expandido de Gestor,G1: DEV - SW Embarcado,DEV: Aviação Civil,,,
Ashley Wright,50017881,21158205686,ASSISTENTE I,Não,ashley.wright@situated.com.br,Belo Horizonte,Terceiro,,7:00:00,17:00:00,DEV - Aeronaves Civis,04-11-11,2023-03-29 13:18:33 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Kayla Smith,50041802,91997381630,ENGENHEIRO,Não,kayla.smith@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Performance,11-01-17,2023-03-29 13:18:33 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Michael Smith,50025204,24181654699,ENGENHEIRO,Não,michel.smith@situated.com.br,Belo Horizonte,Próprio,30086010654,7:00:00,17:00:00,DEV - Aeronaves Civis,01-14-13,2024-01-09 18:36:08 UTC,Katie Sanders,11,11,11,10,11,10.8,2024-01-09 18:36:08 UTC,11,11,11,11,10,10.8,10.8,2024-01-09 18:36:08 UTC,Aviação Civil: DEV SW Engenharia,Mínimo Simples,DEV: Aviação Civil,DEV: Aviação Civil,,,
James Miller,50044458,77163080689,GERENTE,Sim,james.miller@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Gerente de Desenvolvimento - Software Embarcado,06-04-18,2024-01-09 18:33:20 UTC,Susan Carter,8,7,7,7,8,7.4,2024-01-09 18:33:20 UTC,9,8,9,8,9,8.6,8,2024-01-09 18:33:20 UTC,G1: DEV - SW Embarcado,Expandido de Gestor,SW EMBARCADO: DEV - V&V,G1: DEV - SW Embarcado,,,
Rebecca Campbell,50055637,50854397671,CONSULTOR,Não,rebecca.campbell@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Performance,11-16-21,2023-03-29 13:18:18 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Kayla Smith,50041802,91997381630,ENGENHEIRO,Não,kayla.smith@situated.com.br,Belo Horizonte,Próprio,44574740612,7:00:00,17:00:00,DEV - Aeronaves Militares,11-01-17,2024-01-09 18:36:30 UTC,David Bennett,5,3,4,2,2,3.2,2024-01-09 18:36:30 UTC,4,3,3,1,2,2.6,2.9,2024-01-09 18:36:30 UTC,Aviação Militar: DEV SW Engenharia,Mínimo Simples,DEV: Aviação Militar,DEV: Aviação Militar,,,
Robert Evans,50024584,68460533603,SUPERVISOR TÉCNICO,Sim,robert.evans@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Q&A de Processos,12-17-12,2023-10-18 11:16:03 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Theresa Jones,50041751,56376672680,GERENTE,Sim,theresa.jones@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Militares,11-01-17,2023-03-29 13:18:33 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Timothy Fisher,50042209,41847735673,ENGENHEIRO,Não,timothy.fisher@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Performance,12-11-17,2023-03-29 13:18:24 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Edward Patterson,50053024,79118569668,ENGENHEIRO,Não,edward.patterson@situated.com.br,Belo Horizonte,Próprio,44574740612,7:00:00,17:00:00,DEV - Aeronaves Militares,09-16-14,2024-01-09 18:36:31 UTC,David Bennett,10,9,9,8,9,9,2024-01-09 18:36:31 UTC,10,7,9,8,7,8.2,8.6,2024-01-09 18:36:31 UTC,Aviação Militar: DEV SW Engenharia,Mínimo Simples,DEV: Aviação Militar,DEV: Aviação Militar,,,
Antony Hall,50051439,12255306603,ASSISTENTE I,Não,antony.hall@situated.com.br,Belo Horizonte,Terceiro,,7:00:00,17:00:00,DEV - Aeronaves Civis,12-10-20,2023-03-29 13:18:30 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Kathryn Rose,50040879,53366939605,ENGENHEIRO,Não,kathryn.rose@situated.com.br,Belo Horizonte,Próprio,68460533603,7:00:00,17:00:00,V&V SW - Aeronaves Civis,06-19-17,2024-01-09 17:05:41 UTC,Robert Evans,11,11,11,11,10,10.8,2024-01-09 17:05:41 UTC,11,11,11,12,10,11,10.9,2024-01-09 17:05:41 UTC,Aviação Civil: V&V SW Engenharia,Mínimo Simples,V&V: Aviação Civil,V&V: Aviação Civil,,,
Enrico Hughes,50045471,27923384665,ENGENHEIRO,Não,enrico.hughes@situated.com.br,Belo Horizonte,Próprio,44574740612,7:00:00,17:00:00,DEV - Aeronaves Militares,01-16-17,2024-01-09 18:36:31 UTC,David Bennett,5,4,4,3,4,4,2024-01-09 18:36:31 UTC,4,4,4,3,5,4,4,2024-01-09 18:36:31 UTC,Aviação Militar: DEV SW Engenharia,Mínimo Simples,DEV: Aviação Militar,DEV: Aviação Militar,,,
Patrick Gonzalez,50044303,35793066691,ENGENHEIRO,Não,patrick.gonzalez@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,12-05-17,2024-02-21 17:23:23 UTC,Susan Carter,6,6,6,6,6,6,2024-02-21 17:23:23 UTC,0,0,0,0,0,0,6,,,,,,,,
Reece Smith,50050730,61755939604,ENGENHEIRO,Não,reece.smith@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,09-10-20,2024-05-23 18:26:53 UTC,Susan Carter,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Charlie Gelbero,50041793,80793723655,ENGENHEIRO,Não,charlie.gelbero@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Integração e Interface,11-01-17,2024-06-04 14:10:35 UTC,Susan Carter,9,8,5,5,6,6.6,2024-06-04 14:10:35 UTC,9,9,7,8,6,7.8,0,2024-06-04 14:10:35 UTC,,,,,,,
Bruce Cole,50042051,57087628615,SUPERVISOR TÉCNICO,Sim,bruce.cole@situated.com.br,Belo Horizonte,Próprio,56376672680,7:00:00,17:00:00,Supervisor V&V - Aeronaves Militares,12-05-17,2024-01-09 17:04:44 UTC,Theresa Jones,4,4,4,3,2,3.4,2024-01-09 17:04:44 UTC,4,3,5,4,3,3.8,3.6,2024-01-09 17:04:44 UTC,V&V: Aviação Militar,Expandido de Gestor,G2: V&V - SW Embarcado,V&V: Aviação Militar,,,
Roger Pearson,50044482,33953570668,ENGENHEIRO,Não,roger.pearson@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,06-08-18,2023-03-29 13:18:35 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Vincent Evans,50040246,69208562638,ENGENHEIRO,Não,vincent.evans@situated.com.br,Belo Horizonte,Próprio,44574740612,7:00:00,17:00:00,DEV - Aeronaves Militares,04-03-17,2023-06-27 10:29:03 UTC,David Bennett,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Vincent Evans,50040246,69208562638,ENGENHEIRO,Não,vincent.evans@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,04-03-17,2024-05-23 18:27:27 UTC,Susan Carter,7,7,5,6,8,6.6,2024-05-23 18:27:27 UTC,9,9,7,8,6,7.8,0,2024-05-23 18:27:27 UTC,,,,,,,
Natalie Wilson,50041819,95732861653,ENGENHEIRO,Não,natalie.wilson@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,11-01-17,2024-01-24 12:57:45 UTC,Susan Carter,10,10,10,10,10,10,2024-01-24 12:57:45 UTC,10,10,11,9,10,10,10,2024-01-24 12:57:45 UTC,,,,,,,
Susan Jenkins,50050786,66424511636,ENGENHEIRO,Não,susan.jenkins@situated.com.br,Belo Horizonte,Próprio,44574740612,7:00:00,17:00:00,DEV - Aeronaves Militares,09-10-20,2024-01-09 18:36:31 UTC,David Bennett,6,8,5,7,5,6.2,2024-01-09 18:36:31 UTC,6,8,5,7,5,6.2,6.2,2024-01-09 18:36:31 UTC,Aviação Militar: DEV SW Engenharia,Mínimo Simples,DEV: Aviação Militar,DEV: Aviação Militar,,,
Vincent Evans,50040246,69208562638,ENGENHEIRO,Não,vincent.evans@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Militares,04-03-17,2023-03-29 13:18:33 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Thomas Lee,50041748,31561916633,ENGENHEIRO,Não,thomas.lee@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Militares,11-01-17,2023-03-29 13:18:23 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Steve James,28374274,47617524080,ENGENHEIRO,Não,steve.james@situated.com.br,,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,02-12-24,2024-05-27 21:47:42 UTC,Susan Carter,8,7,7,8,7,7.4,2024-05-27 21:47:42 UTC,9,9,7,8,6,7.8,7.6,2024-05-27 21:47:42 UTC,,,,,,,
Philip O'neill,50041482,59085235693,ENGENHEIRO,Não,philip.oneill@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Performance,09-15-17,2023-03-29 13:18:25 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Karolyn Thompson,50054770,54437215699,ENGENHEIRO,Não,karolyn.thompson@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Técnico de Q&A,09-02-21,2023-03-29 13:18:27 UTC,,11,10,9,9,9,9.6,2023-03-29 13:18:27 UTC,10,10,11,9,10,10,9.8,2023-03-29 13:18:27 UTC,,,,,,,
Ethan Hughes,50019608,43804557694,ENGENHEIRO,Não,ethan.hughes@situated.com.br,Belo Horizonte,Próprio,68460533603,7:00:00,17:00:00,V&V SW - Aeronaves Civis,11-01-11,2024-01-09 17:05:41 UTC,Robert Evans,12,12,12,12,12,12,2024-01-09 17:05:41 UTC,12,12,12,12,12,12,12,2024-01-09 17:05:41 UTC,Aviação Civil: V&V SW Engenharia,Mínimo Simples,V&V: Aviação Civil,V&V: Aviação Civil,,,
Thomas Lee,50041748,31561916633,ENGENHEIRO,Não,thomas.lee@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,11-01-17,2023-08-14 14:25:33 UTC,Susan Carter,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Raymond Mason,50056245,54471614606,ENGENHEIRO DE SOFTWARE ESPECIALISTA,Não,raymond.mason@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,01-18-22,2023-03-29 13:18:18 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Lily Murphy,50039619,62492552659,ENGENHEIRO,Não,lily.murphy@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Militares,01-16-17,2023-03-29 13:18:28 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Raymond Mason,50056245,54471614606,ENGENHEIRO DE SOFTWARE ESPECIALISTA,Não,raymond.mason@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,01-18-22,2023-11-24 15:42:04 UTC,Susan Carter,8,6,8,9,7,7.6,2023-11-24 15:42:04 UTC,9,9,7,8,6,7.8,0,2023-11-24 15:42:04 UTC,,,,,,,
Lily Murphy,50039619,62492552659,ENGENHEIRO,Não,lily.murphy@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Técnico de Q&A,01-16-17,2023-03-29 13:18:17 UTC,,0,0,0,0,0,0,,9,9,7,8,6,7.8,7.8,2023-03-29 13:18:17 UTC,,,,,,,
Danielle Martin,50042050,84858606678,ENGENHEIRO,Não,danielle.martin@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,12-05-17,2024-02-21 17:19:45 UTC,Susan Carter,8,8,8,8,8,8,2024-02-21 17:19:45 UTC,9,9,7,8,6,7.8,7.9,2024-02-21 17:19:45 UTC,,,,,,,
Lily Murphy,50039619,62492552659,ENGENHEIRO,Não,lily.murphy@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,01-16-17,2023-11-28 13:04:12 UTC,Susan Carter,10,9,11,10,9,9.8,2023-11-28 13:04:12 UTC,10,10,11,9,10,10,9.9,2023-11-28 13:04:12 UTC,,,,,,,
Karolyn Thompson,50054770,54437215699,ENGENHEIRO,Não,karolyn.thompson@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,09-02-21,2023-11-29 13:53:07 UTC,Susan Carter,9,10,9,10,10,9.6,2023-11-29 13:53:07 UTC,10,10,11,9,10,10,9.8,2023-11-29 13:53:07 UTC,,,,,,,
Rebecca Campbell,50055637,50854397671,CONSULTOR,Não,rebecca.campbell@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Garantia de Qualidade de Processos,11-16-21,2023-03-29 13:18:31 UTC,,10,9,11,8,9,9.4,2023-03-29 13:18:31 UTC,11,10,10,9,10,10,9.7,2023-03-29 13:18:31 UTC,,,,,,,
Nathan Turner,50015841,23541946687,ENGENHEIRO,Não,nathan.turner@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Aeronaves Civis,07-11-11,2023-03-29 13:18:26 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Karolyn Thompson,50054770,54437215699,ENGENHEIRO,Não,karolyn.thompson@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Civis,09-02-21,2023-03-29 13:18:27 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Danielle Martin,50042050,84858606678,ENGENHEIRO,Não,danielle.martin@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Regulamentos de Aviação,12-05-17,2023-05-03 11:20:11 UTC,Susan Carter,8,8,8,8,8,8,2023-05-03 11:20:11 UTC,0,0,0,0,0,0,8,,,,,,,,
Darla Jones,50051736,60559420625,ENGENHEIRO,Não,darla.jones@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Civis,01-06-21,2023-03-29 13:18:15 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Doris Lloyd,50047618,93869449608,TECHNICAL CONSULTOR,Não,doris.lloyd@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,06-05-19,2024-02-21 17:20:07 UTC,Susan Carter,11,10,9,9,9,9.6,2024-02-21 17:20:07 UTC,10,10,11,9,10,10,9.8,2024-02-21 17:20:07 UTC,,,,,,,
Diana Miller,50041830,45741638600,ENGENHEIRO,Não,diana.miller@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,11-01-17,2023-11-29 13:54:03 UTC,Susan Carter,11,10,9,9,9,9.6,2023-11-29 13:54:03 UTC,10,10,11,9,10,10,9.8,2023-11-29 13:54:03 UTC,,,,,,,
Francine Edwards,50052539,61370064683,ENGENHEIRO,Não,francine.edwards@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,03-09-21,2023-11-29 13:53:42 UTC,Susan Carter,9,10,9,10,10,9.6,2023-11-29 13:53:42 UTC,10,10,11,9,10,10,9.8,2023-11-29 13:53:42 UTC,,,,,,,
Francine Edwards,50052539,61370064683,ENGENHEIRO,Não,francine.edwards@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,DEV - Aeronaves Civis,03-09-21,2023-03-29 13:18:27 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Danielle Martin,50042050,84858606678,ENGENHEIRO,Não,danielle.martin@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,V&V SW - Performance,12-05-17,2023-03-29 13:18:17 UTC,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
Francine Edwards,50052539,61370064683,ENGENHEIRO,Não,francine.edwards@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor Técnico de Q&A,03-09-21,2023-03-29 13:18:28 UTC,,9,8,5,5,6,6.6,2023-03-29 13:18:28 UTC,9,9,7,8,6,7.8,0,2023-03-29 13:18:28 UTC,,,,,,,
Doris Lloyd,50047618,93869449608,TECHNICAL CONSULTOR,Não,doris.lloyd@situated.com.br,Belo Horizonte,Próprio,,7:00:00,17:00:00,Consultor de Q&P,06-05-19,2023-03-29 13:18:31 UTC,,9,8,9,7,9,8.4,2023-03-29 13:18:31 UTC,0,0,0,0,0,0,8.4,,,,,,,,
Noah Wood,50024583,22808583630,ENGENHEIRO,Não,noah.wood@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Consultor DEV - Aeronaves Civis,12-17-12,2023-03-29 14:23:54 UTC,Susan Carter,8,8,8,8,8,8,2023-03-29 14:23:54 UTC,0,0,0,0,0,0,8,,,,,,,,
Noah Wood,50024583,22808583630,ENGENHEIRO,Não,noah.wood@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,Q&A de Processos,12-17-12,2024-01-24 13:01:26 UTC,Susan Carter,6,6,4,9,7,6.4,2024-01-24 13:01:26 UTC,9,9,7,8,6,7.8,0,2024-01-24 13:01:26 UTC,,,,,,,
Noah Wood,50024583,22808583630,ENGENHEIRO,Não,noah.wood@situated.com.br,Belo Horizonte,Próprio,42006762656,7:00:00,17:00:00,DEV - Aeronaves Civis,12-17-12,2023-03-30 13:32:20 UTC,Susan Carter,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,
